Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1000000,08/18/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,91.81,295,27083.95,10852.54,40.07,Outlet
Amazon,1111111,08/18/2021,Midwest,Wisconsin,Madison,Men's Athletic Footwear,100.71,461,46427.31,21607.27,46.54,Online
Finish Line,1666666,08/18/2021,South,Arkansas,Little Rock,Men's Street Footwear,82.73,694,57414.62,18969.79,33.04,Outlet
Amazon,1111111,08/18/2021,West,Nevada,Reno,Women's Street Footwear,74.62,432,32235.84,12252.84,38.01,Online
West Gear,1555555,08/18/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,89.04,556,49506.24,22119.39,44.68,Outlet
Amazon,1111111,08/19/2020,South,Oklahoma,Tulsa,Men's Street Footwear,105.32,286,30121.52,8867.78,29.44,In-Store
Finish Line,1666666,08/19/2020,South,Louisiana,Baton Rouge,Women's Apparel,87.95,596,52418.2,18094.76,34.52,In-Store
Finish Line,1666666,08/19/2020,South,Arkansas,Little Rock,Men's Apparel,61.86,969,59942.34,26008.98,43.39,Outlet
West Gear,1555555,08/19/2020,West,Arizona,Tucson,Women's Athletic Footwear,96.67,833,80526.11,38427.06,47.72,Online
Walmart,1222222,08/19/2020,Midwest,Ohio,Columbus,Women's Apparel,78.21,689,53886.69,20433.83,37.92,In-Store
Amazon,1111111,08/19/2020,Southeast,Georgia,Atlanta,Women's Street Footwear,92.25,383,35331.75,11419.22,32.32,Online
Kohl's,1444444,08/19/2020,West,California,San Diego,Men's Apparel,73.55,635,46704.25,22109.79,47.34,Outlet
Sports Direct,1333333,08/19/2020,West,Oregon,Portland,Men's Athletic Footwear,92.9,885,82216.5,36101.27,43.91,Outlet
Kohl's,1444444,08/19/2020,West,Arizona,Tucson,Women's Apparel,63.69,1131,72033.39,31269.69,43.41,In-Store
Kohl's,1444444,08/19/2020,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,143.66,77,11061.82,4749.95,42.94,In-Store
Finish Line,1666666,08/19/2020,West,Arizona,Tucson,Women's Street Footwear,107.23,543,58225.89,28990.67,49.79,Outlet
Foot Locker,1000000,08/19/2020,Midwest,Michigan,Grand Rapids,Women's Street Footwear,119.0,632,75208.0,24074.08,32.01,In-Store
Walmart,1222222,08/19/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,50.03,978,48929.34,20354.61,41.6,In-Store
Kohl's,1444444,08/19/2021,West,Washington,Spokane,Men's Athletic Footwear,101.65,537,54586.05,24290.79,44.5,In-Store
Sports Direct,1333333,08/19/2021,West,Arizona,Phoenix,Women's Street Footwear,103.17,527,54370.59,25570.49,47.03,Outlet
Foot Locker,1000000,08/19/2021,West,California,San Francisco,Women's Apparel,80.62,141,11367.42,5646.2,49.67,In-Store
Kohl's,1444444,08/19/2021,Southeast,Georgia,Savannah,Men's Apparel,35.72,463,16538.36,5234.39,31.65,Outlet
Finish Line,1666666,08/19/2021,South,Mississippi,Jackson,Men's Street Footwear,105.45,194,20457.3,9977.03,48.77,Outlet
Foot Locker,1000000,08/19/2021,West,Oregon,Eugene,Men's Apparel,81.79,858,70175.82,25831.72,36.81,Online
Finish Line,1666666,08/19/2021,West,Nevada,Reno,Men's Apparel,84.32,332,27994.24,13423.24,47.95,Online
West Gear,1555555,08/19/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,114.06,700,79842.0,39218.39,49.12,Online
Finish Line,1666666,08/19/2021,Southeast,Florida,Tampa,Men's Street Footwear,71.81,1039,74610.59,24718.49,33.13,Online
Foot Locker,1000000,08/19/2021,Southeast,North Carolina,Raleigh,Men's Apparel,80.03,863,69065.89,24704.87,35.77,Outlet
Kohl's,1444444,08/20/2020,Midwest,Illinois,Chicago,Women's Athletic Footwear,131.76,466,61400.16,23307.5,37.96,In-Store
Foot Locker,1000000,08/20/2020,West,Nevada,Las Vegas,Women's Apparel,67.35,1097,73882.95,32434.62,43.9,Outlet
Walmart,1222222,08/20/2020,South,Texas,Houston,Men's Apparel,71.91,554,39838.14,17919.2,44.98,Online
Foot Locker,1000000,08/20/2020,Southeast,North Carolina,Raleigh,Women's Apparel,80.74,444,35848.56,14407.54,40.19,Online
Foot Locker,1000000,08/20/2020,Northeast,Massachusetts,Boston,Men's Athletic Footwear,121.22,781,94672.82,35436.04,37.43,Online
Amazon,1111111,08/20/2020,Southeast,Georgia,Savannah,Men's Athletic Footwear,134.06,787,105505.22,50125.53,47.51,Outlet
Sports Direct,1333333,08/20/2020,Northeast,Massachusetts,Worcester,Women's Apparel,45.97,769,35350.93,17654.25,49.94,Online
Finish Line,1666666,08/20/2020,South,Texas,Houston,Men's Athletic Footwear,99.8,645,64371.0,29501.23,45.83,Online
Amazon,1111111,08/20/2020,Northeast,Pennsylvania,Pittsburgh,Women's Apparel,52.53,248,13027.44,4355.07,33.43,Online
Finish Line,1666666,08/20/2020,West,Washington,Seattle,Women's Apparel,80.66,717,57833.22,20785.26,35.94,Online
Sports Direct,1333333,08/20/2020,West,Washington,Seattle,Men's Street Footwear,80.3,669,53720.7,26360.75,49.07,In-Store
Finish Line,1666666,08/20/2021,Northeast,Connecticut,New Haven,Men's Street Footwear,100.79,704,70956.16,28673.38,40.41,Online
Finish Line,1666666,08/20/2021,South,Louisiana,Baton Rouge,Women's Athletic Footwear,82.55,282,23279.1,7230.49,31.06,Outlet
Walmart,1222222,08/20/2021,Southeast,Virginia,Richmond,Men's Apparel,75.46,388,29278.48,9969.32,34.05,Outlet
Foot Locker,1000000,08/20/2021,West,Nevada,Reno,Men's Athletic Footwear,96.98,178,17262.44,7371.06,42.7,Online
Walmart,1222222,08/20/2021,South,Mississippi,Biloxi,Men's Athletic Footwear,109.28,752,82178.56,24168.71,29.41,In-Store
Foot Locker,1000000,08/20/2021,Midwest,Ohio,Cleveland,Women's Street Footwear,75.12,270,20282.4,10011.39,49.36,Online
Amazon,1111111,08/20/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,87.65,641,56183.65,17029.26,30.31,Online
West Gear,1555555,08/20/2021,Northeast,New York,New York City,Women's Street Footwear,117.85,286,33705.1,14446.01,42.86,Online
Sports Direct,1333333,08/20/2021,Northeast,New Jersey,Newark,Men's Street Footwear,94.73,391,37039.43,12526.74,33.82,Outlet
Walmart,1222222,08/21/2020,West,Nevada,Reno,Women's Athletic Footwear,116.96,359,41988.64,15838.12,37.72,Online
Finish Line,1666666,08/21/2020,West,California,Los Angeles,Women's Apparel,83.01,1110,92141.1,39657.53,43.04,Online
Amazon,1111111,08/21/2020,West,Oregon,Eugene,Men's Athletic Footwear,105.49,846,89244.54,39624.58,44.4,In-Store
West Gear,1555555,08/21/2020,Southeast,Georgia,Savannah,Women's Athletic Footwear,98.52,395,38915.4,18589.89,47.77,Online
Walmart,1222222,08/21/2020,West,Washington,Seattle,Men's Apparel,78.2,1113,87036.6,36468.34,41.9,In-Store
Amazon,1111111,08/21/2020,Northeast,Massachusetts,Worcester,Men's Athletic Footwear,103.38,689,71228.82,32736.77,45.96,In-Store
Sports Direct,1333333,08/21/2020,South,Arkansas,Fayetteville,Men's Athletic Footwear,94.79,589,55831.31,21567.64,38.63,Online
Amazon,1111111,08/21/2020,Northeast,New York,New York City,Men's Apparel,76.3,505,38531.5,12434.12,32.27,Online
Amazon,1111111,08/21/2020,Northeast,Pennsylvania,Pittsburgh,Women's Street Footwear,107.86,1036,111742.96,51770.51,46.33,In-Store
West Gear,1555555,08/21/2020,West,Oregon,Portland,Women's Apparel,70.11,608,42626.88,16948.45,39.76,In-Store
Foot Locker,1000000,08/21/2020,Northeast,Pennsylvania,Pittsburgh,Women's Athletic Footwear,107.73,106,11419.38,3341.31,29.26,In-Store
Walmart,1222222,08/21/2020,Midwest,Wisconsin,Madison,Women's Apparel,74.4,397,29536.8,12641.75,42.8,Online
Walmart,1222222,08/21/2020,Midwest,Michigan,Detroit,Men's Street Footwear,115.29,115,13258.35,5854.89,44.16,In-Store
Walmart,1222222,08/21/2020,South,Mississippi,Biloxi,Men's Street Footwear,86.31,830,71637.3,21075.69,29.42,In-Store
Sports Direct,1333333,08/21/2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,87.87,299,26273.13,12626.87,48.06,Online
Sports Direct,1333333,08/21/2020,South,Louisiana,New Orleans,Men's Apparel,41.08,908,37300.64,12697.14,34.04,In-Store
Kohl's,1444444,08/21/2020,Northeast,New York,Buffalo,Women's Athletic Footwear,112.05,417,46724.85,17334.92,37.1,Outlet
Finish Line,1666666,08/21/2020,Midwest,Ohio,Columbus,Women's Athletic Footwear,135.02,224,30244.48,14656.48,48.46,Online
Amazon,1111111,08/21/2021,South,Louisiana,Baton Rouge,Women's Apparel,50.71,428,21703.88,8175.85,37.67,In-Store
Sports Direct,1333333,08/21/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,132.56,181,23993.36,11396.85,47.5,Online
West Gear,1555555,08/21/2021,Northeast,New Jersey,Jersey City,Men's Apparel,39.69,610,24210.9,8531.92,35.24,In-Store
Sports Direct,1333333,08/21/2021,Southeast,Florida,Orlando,Men's Street Footwear,115.74,748,86573.52,26327.01,30.41,Online
Foot Locker,1000000,08/21/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,85.45,613,52380.85,18286.15,34.91,In-Store
Sports Direct,1333333,08/21/2021,West,California,Los Angeles,Men's Street Footwear,127.3,559,71160.7,22145.21,31.12,Online
West Gear,1555555,08/21/2021,Southeast,North Carolina,Raleigh,Women's Athletic Footwear,138.55,222,30758.1,9728.79,31.63,In-Store
Sports Direct,1333333,08/21/2021,West,Oregon,Portland,Men's Athletic Footwear,95.8,1165,111607.0,51227.61,45.9,Outlet
Kohl's,1444444,08/21/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,81.54,864,70450.56,34739.17,49.31,Online
Foot Locker,1000000,08/22/2020,West,California,San Francisco,Men's Athletic Footwear,126.83,399,50605.17,20171.22,39.86,In-Store
Sports Direct,1333333,08/22/2020,Northeast,New York,Buffalo,Men's Apparel,66.73,174,11611.02,5115.82,44.06,Outlet
Amazon,1111111,08/22/2020,West,Washington,Spokane,Women's Apparel,69.27,859,59502.93,24503.31,41.18,In-Store
Sports Direct,1333333,08/22/2020,Southeast,Tennessee,Memphis,Men's Apparel,46.46,366,17004.36,8321.93,48.94,In-Store
Walmart,1222222,08/22/2020,West,Oregon,Portland,Men's Street Footwear,99.24,497,49322.28,20917.58,42.41,In-Store
West Gear,1555555,08/22/2020,South,Arkansas,Little Rock,Women's Apparel,66.0,351,23166.0,9583.77,41.37,Online
Foot Locker,1000000,08/22/2020,South,Arkansas,Little Rock,Men's Athletic Footwear,132.7,81,10748.7,5292.66,49.24,Online
Walmart,1222222,08/22/2020,West,Washington,Spokane,Men's Street Footwear,129.63,412,53407.56,18324.13,34.31,Online
Kohl's,1444444,08/22/2020,South,Mississippi,Biloxi,Women's Athletic Footwear,106.87,509,54396.83,18968.17,34.87,Online
Foot Locker,1000000,08/22/2020,West,Arizona,Phoenix,Women's Athletic Footwear,139.91,451,63099.41,18317.76,29.03,Outlet
West Gear,1555555,08/22/2020,Northeast,Connecticut,Hartford,Women's Athletic Footwear,85.5,1062,90801.0,27167.66,29.92,In-Store
Foot Locker,1000000,08/22/2020,South,Louisiana,New Orleans,Men's Street Footwear,115.67,702,81200.34,23328.86,28.73,In-Store
Foot Locker,1000000,08/22/2021,West,California,San Francisco,Women's Athletic Footwear,136.38,181,24684.78,9476.49,38.39,Online
Finish Line,1666666,08/22/2021,West,California,San Diego,Men's Athletic Footwear,144.43,448,64704.64,29052.38,44.9,In-Store
Foot Locker,1000000,08/22/2021,West,Arizona,Phoenix,Women's Athletic Footwear,86.67,350,30334.5,14117.68,46.54,Online
Sports Direct,1333333,08/22/2021,West,Oregon,Portland,Men's Apparel,44.13,478,21094.14,8551.56,40.54,In-Store
Amazon,1111111,08/22/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,133.82,654,87518.28,29327.38,33.51,Online
Kohl's,1444444,08/22/2021,West,California,San Diego,Men's Athletic Footwear,127.81,622,79497.82,22839.72,28.73,In-Store
Amazon,1111111,08/22/2021,Midwest,Indiana,Fort Wayne,Men's Athletic Footwear,107.92,403,43491.76,20976.08,48.23,In-Store
Walmart,1222222,08/22/2021,Midwest,Michigan,Grand Rapids,Women's Athletic Footwear,112.96,843,95225.28,35861.84,37.66,Outlet
Finish Line,1666666,08/22/2021,Midwest,Ohio,Columbus,Men's Apparel,52.8,636,33580.8,11904.39,35.45,In-Store
West Gear,1555555,08/22/2021,Southeast,Tennessee,Memphis,Men's Street Footwear,124.91,456,56958.96,18061.69,31.71,Outlet
Walmart,1222222,08/22/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,119.35,467,55736.45,20042.83,35.96,In-Store
Amazon,1111111,08/22/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,98.39,868,85402.52,30616.8,35.85,Outlet
West Gear,1555555,08/22/2021,Southeast,Tennessee,Nashville,Women's Athletic Footwear,128.15,939,120332.85,42537.66,35.35,Online
Finish Line,1666666,08/22/2021,Northeast,New Jersey,Newark,Men's Street Footwear,124.14,923,114581.22,55984.38,48.86,Outlet
Amazon,1111111,08/23/2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,103.69,835,86581.15,35939.84,41.51,Online
Kohl's,1444444,08/23/2020,South,Arkansas,Fayetteville,Men's Athletic Footwear,138.25,393,54332.25,18646.83,34.32,In-Store
Amazon,1111111,08/23/2020,West,Nevada,Reno,Women's Athletic Footwear,82.54,825,68095.5,19679.6,28.9,Online
Amazon,1111111,08/23/2020,Southeast,Georgia,Atlanta,Women's Apparel,81.29,222,18046.38,8225.54,45.58,Online
Finish Line,1666666,08/23/2020,Southeast,Georgia,Savannah,Women's Street Footwear,113.1,784,88670.4,31761.74,35.82,Online
Amazon,1111111,08/23/2020,West,Washington,Spokane,Women's Athletic Footwear,107.21,896,96060.16,32295.43,33.62,Online
Finish Line,1666666,08/23/2020,West,Arizona,Phoenix,Women's Apparel,88.59,1183,104801.97,32582.93,31.09,In-Store
Walmart,1222222,08/23/2020,West,Washington,Seattle,Men's Apparel,58.27,1024,59668.48,18431.59,30.89,In-Store
Foot Locker,1000000,08/23/2020,South,Oklahoma,Tulsa,Men's Street Footwear,71.16,946,67317.36,24678.54,36.66,In-Store
Walmart,1222222,08/23/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,117.32,352,41296.64,17712.13,42.89,In-Store
Walmart,1222222,08/23/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,85.87,927,79601.49,31052.54,39.01,Online
West Gear,1555555,08/23/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,101.72,145,14749.4,4340.75,29.43,Online
West Gear,1555555,08/23/2021,Northeast,Connecticut,New Haven,Men's Athletic Footwear,102.57,214,21949.98,9186.07,41.85,Outlet
Sports Direct,1333333,08/23/2021,Southeast,Florida,Miami,Men's Apparel,45.89,922,42310.58,13281.29,31.39,Outlet
Finish Line,1666666,08/23/2021,Northeast,New Jersey,Newark,Men's Street Footwear,129.45,608,78705.6,22376.0,28.43,Online
Kohl's,1444444,08/23/2021,Northeast,Massachusetts,Worcester,Men's Athletic Footwear,140.72,1026,144378.72,57910.3,40.11,Online
Finish Line,1666666,08/23/2021,West,California,Los Angeles,Women's Street Footwear,79.49,105,8346.45,3026.42,36.26,Online
Kohl's,1444444,08/23/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,81.38,1041,84716.58,38342.72,45.26,In-Store
West Gear,1555555,08/23/2021,West,California,San Francisco,Men's Apparel,52.49,341,17899.09,7292.09,40.74,In-Store
West Gear,1555555,08/23/2021,West,Oregon,Eugene,Men's Street Footwear,83.17,954,79344.18,23708.04,29.88,Online
Sports Direct,1333333,08/23/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,100.47,763,76658.61,34373.72,44.84,In-Store
Foot Locker,1000000,08/23/2021,Southeast,Georgia,Atlanta,Men's Apparel,69.81,560,39093.6,19433.43,49.71,Online
Foot Locker,1000000,08/24/2020,West,Arizona,Tucson,Women's Apparel,54.49,455,24792.95,9071.74,36.59,Outlet
West Gear,1555555,08/24/2020,Midwest,Ohio,Cleveland,Women's Apparel,84.24,248,20891.52,7953.4,38.07,Outlet
Kohl's,1444444,08/24/2020,Northeast,Connecticut,Hartford,Men's Street Footwear,99.44,932,92678.08,43206.52,46.62,Online
Walmart,1222222,08/24/2020,West,Arizona,Phoenix,Women's Street Footwear,111.19,727,80835.13,24775.97,30.65,In-Store
West Gear,1555555,08/24/2020,Southeast,Georgia,Savannah,Women's Apparel,82.0,199,16318.0,7168.5,43.93,Online
Foot Locker,1000000,08/24/2020,Southeast,Virginia,Richmond,Men's Apparel,45.15,709,32011.35,9712.24,30.34,In-Store
Sports Direct,1333333,08/24/2020,Southeast,Georgia,Atlanta,Men's Apparel,78.68,424,33360.32,14184.81,42.52,Online
Amazon,1111111,08/24/2020,Northeast,Pennsylvania,Pittsburgh,Men's Athletic Footwear,87.89,361,31728.29,15594.45,49.15,In-Store
Sports Direct,1333333,08/24/2021,South,Mississippi,Jackson,Women's Apparel,56.65,84,4758.6,1554.16,32.66,Outlet
Sports Direct,1333333,08/24/2021,Midwest,Ohio,Columbus,Women's Apparel,43.67,500,21835.0,9417.44,43.13,In-Store
West Gear,1555555,08/24/2021,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,93.45,549,51304.05,15109.04,29.45,In-Store
Walmart,1222222,08/24/2021,West,California,San Diego,Men's Apparel,40.86,493,20143.98,10003.5,49.66,Outlet
Finish Line,1666666,08/24/2021,Northeast,Massachusetts,Worcester,Men's Athletic Footwear,89.49,455,40717.95,19593.48,48.12,Online
Finish Line,1666666,08/24/2021,South,Arkansas,Little Rock,Men's Street Footwear,98.35,378,37176.3,10773.69,28.98,Online
Sports Direct,1333333,08/24/2021,Southeast,North Carolina,Raleigh,Men's Street Footwear,94.84,841,79760.44,35405.66,44.39,Online
Finish Line,1666666,08/24/2021,Southeast,Georgia,Savannah,Men's Apparel,55.03,867,47711.01,18974.67,39.77,In-Store
Amazon,1111111,08/24/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,81.56,781,63698.36,19918.48,31.27,Outlet
Sports Direct,1333333,08/24/2021,Northeast,Pennsylvania,Pittsburgh,Men's Street Footwear,115.06,509,58565.54,23877.17,40.77,Online
Finish Line,1666666,08/24/2021,Southeast,Florida,Orlando,Men's Street Footwear,127.75,658,84059.5,36868.5,43.86,Online
Sports Direct,1333333,08/24/2021,Northeast,New York,Buffalo,Men's Apparel,48.19,257,12384.83,5420.84,43.77,Outlet
Walmart,1222222,08/24/2021,South,Oklahoma,Tulsa,Men's Street Footwear,92.91,576,53516.16,15305.62,28.6,Outlet
Kohl's,1444444,08/24/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,88.94,89,7915.66,3612.71,45.64,In-Store
Sports Direct,1333333,08/24/2021,South,Louisiana,New Orleans,Women's Street Footwear,101.21,530,53641.3,17272.5,32.2,In-Store
Finish Line,1666666,08/24/2021,Midwest,Ohio,Cleveland,Women's Apparel,79.5,571,45394.5,13809.01,30.42,Online
Walmart,1222222,08/24/2021,Midwest,Ohio,Columbus,Men's Apparel,56.37,546,30778.02,10661.51,34.64,Online
Finish Line,1666666,08/24/2021,West,Nevada,Reno,Men's Apparel,72.28,791,57173.48,17695.19,30.95,In-Store
Kohl's,1444444,08/24/2021,West,Washington,Seattle,Men's Street Footwear,75.96,139,10558.44,5276.05,49.97,In-Store
Sports Direct,1333333,08/24/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,48.05,513,24649.65,9874.65,40.06,Online
Amazon,1111111,08/25/2020,South,Arkansas,Fayetteville,Women's Street Footwear,74.98,309,23168.82,10643.76,45.94,In-Store
Kohl's,1444444,08/25/2020,Midwest,Ohio,Columbus,Men's Athletic Footwear,122.61,750,91957.5,44562.6,48.46,Outlet
Amazon,1111111,08/25/2020,Midwest,Ohio,Columbus,Women's Athletic Footwear,124.13,615,76339.95,36864.56,48.29,Outlet
Kohl's,1444444,08/25/2020,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,84.99,1041,88474.59,31417.33,35.51,Online
Finish Line,1666666,08/25/2020,Southeast,Florida,Tampa,Men's Street Footwear,84.74,337,28557.38,11380.12,39.85,Online
West Gear,1555555,08/25/2020,Northeast,New York,Buffalo,Women's Apparel,89.09,631,56215.79,20327.63,36.16,Outlet
West Gear,1555555,08/25/2020,West,Oregon,Eugene,Men's Apparel,52.0,1179,61308.0,20906.03,34.1,In-Store
Kohl's,1444444,08/25/2020,West,Nevada,Reno,Men's Athletic Footwear,85.38,1054,89990.52,25206.34,28.01,Online
Amazon,1111111,08/25/2020,Southeast,North Carolina,Raleigh,Women's Street Footwear,117.72,717,84405.24,28014.1,33.19,Online
Sports Direct,1333333,08/25/2020,Midwest,Illinois,Springfield,Men's Apparel,53.17,102,5423.34,1815.73,33.48,Online
Kohl's,1444444,08/25/2020,Midwest,Illinois,Springfield,Men's Athletic Footwear,133.04,388,51619.52,21158.84,40.99,In-Store
West Gear,1555555,08/25/2020,Midwest,Illinois,Springfield,Men's Street Footwear,124.19,716,88920.04,38208.94,42.97,Outlet
Finish Line,1666666,08/25/2020,West,California,San Diego,Women's Street Footwear,115.07,117,13463.19,6054.4,44.97,Outlet
Foot Locker,1000000,08/25/2020,West,Nevada,Reno,Women's Apparel,41.32,787,32518.84,16002.52,49.21,Online
